model,label,tp,pp,layer_split,ffn_splits,head_splits,kv_splits,workload,in_len,out_len,n_req,tps,ttft_ms,itl_ms,regime,n_layers,hidden,ffn_dim,n_q,n_kv,head_dim,params_b,vocab,source_dir
8b,TP8PP1_ffn_bias+25,8,1,32,2240:2240:2240:2240:1344:1344:1344:1344,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,balanced,512,256,128,1568.813871,2885.033707,69.495509,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+25,8,1,32,2240:2240:2240:2240:1344:1344:1344:1344,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,1765.865969,2228.487702,68.352684,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+25,8,1,32,2240:2240:2240:2240:1344:1344:1344:1344,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,1358.927132,3009.599752,70.186969,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+50,8,1,32,2688:2688:2688:2688:896:896:896:896,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,balanced,512,256,128,1721.396854,1608.405998,68.202367,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+50,8,1,32,2688:2688:2688:2688:896:896:896:896,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,1770.596712,2212.488475,68.314575,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+50,8,1,32,2688:2688:2688:2688:896:896:896:896,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,1508.151198,1891.625058,69.425776,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+75,8,1,32,3136:3136:3136:3136:448:448:448:448,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,balanced,512,256,128,1672.268249,1613.747675,70.147032,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+75,8,1,32,3136:3136:3136:3136:448:448:448:448,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,1677.251918,2072.666318,72.788442,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_ffn_bias+75,8,1,32,3136:3136:3136:3136:448:448:448:448,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,1374.776582,2772.994683,71.089513,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_uniform,8,1,32,1792:1792:1792:1792:1792:1792:1792:1792,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,balanced,512,256,128,1607.728816,2655.903521,68.337899,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_uniform,8,1,32,1792:1792:1792:1792:1792:1792:1792:1792,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,1725.581003,3058.815521,68.042864,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
8b,TP8PP1_uniform,8,1,32,1792:1792:1792:1792:1792:1792:1792:1792,4:4:4:4:4:4:4:4,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,1502.961001,1761.048195,69.072511,tp_only,32,4096,14336,32,8,128,8,128256,hetero_4x4_8b_full_20260609_194231
opt30b,TP1PP8_layer_blackbias_7-7-7-7-5-5-5-5,1,8,7-7-7-7-5-5-5-5,28672,56,56,balanced,512,256,64,602.896654,10081.969047,66.769513,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_blackbias_7-7-7-7-5-5-5-5,1,8,7-7-7-7-5-5-5-5,28672,56,56,decode_heavy,128,512,64,818.01767,5531.308642,67.449449,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_blackbias_7-7-7-7-5-5-5-5,1,8,7-7-7-7-5-5-5-5,28672,56,56,prefill_heavy,1024,128,64,494.615493,7760.559487,68.68506,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_blackbias_8-8-8-8-4-4-4-4,1,8,8-8-8-8-4-4-4-4,28672,56,56,balanced,512,256,64,743.067359,6306.757382,61.412163,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_blackbias_8-8-8-8-4-4-4-4,1,8,8-8-8-8-4-4-4-4,28672,56,56,decode_heavy,128,512,64,945.185899,3240.561083,61.292584,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_blackbias_8-8-8-8-4-4-4-4,1,8,8-8-8-8-4-4-4-4,28672,56,56,prefill_heavy,1024,128,64,621.762782,4823.617346,65.284855,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_uniform_6x8,1,8,6-6-6-6-6-6-6-6,28672,56,56,balanced,512,256,64,587.726897,7685.332264,78.852246,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_uniform_6x8,1,8,6-6-6-6-6-6-6-6,28672,56,56,decode_heavy,128,512,64,708.324975,5692.235992,79.173688,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP1PP8_layer_uniform_6x8,1,8,6-6-6-6-6-6-6-6,28672,56,56,prefill_heavy,1024,128,64,484.27141,6575.107597,80.769322,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_14-14-10-10,2,4,14-14-10-10,14336:14336,28:28,28:28,balanced,512,256,64,1214.394335,3735.265753,38.019952,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_14-14-10-10,2,4,14-14-10-10,14336:14336,28:28,28:28,decode_heavy,128,512,64,1404.894672,3975.562578,37.623522,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_14-14-10-10,2,4,14-14-10-10,14336:14336,28:28,28:28,prefill_heavy,1024,128,64,733.171816,5229.987676,46.151184,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_16-16-8-8,2,4,16-16-8-8,14336:14336,28:28,28:28,balanced,512,256,64,1143.101256,3972.996982,40.43664,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_16-16-8-8,2,4,16-16-8-8,14336:14336,28:28,28:28,decode_heavy,128,512,64,1263.593773,5098.571569,40.58662,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_blackbias_16-16-8-8,2,4,16-16-8-8,14336:14336,28:28,28:28,prefill_heavy,1024,128,64,832.789127,4046.717357,45.052188,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_uniform_12-12-12-12,2,4,12-12-12-12,14336:14336,28:28,28:28,balanced,512,256,64,1077.47196,3905.749415,44.0238,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_uniform_12-12-12-12,2,4,12-12-12-12,14336:14336,28:28,28:28,decode_heavy,128,512,64,1260.722142,3742.516309,43.428039,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP2PP4_layer_uniform_12-12-12-12,2,4,12-12-12-12,14336:14336,28:28,28:28,prefill_heavy,1024,128,64,803.602531,4002.41432,48.161542,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+12_36-12,4,2,36-12,7168:7168:7168:7168,14:14:14:14,14:14:14:14,balanced,512,256,64,1258.304546,2392.741078,41.315681,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+12_36-12,4,2,36-12,7168:7168:7168:7168,14:14:14:14,14:14:14:14,decode_heavy,128,512,64,1467.256991,2310.261768,39.005766,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+12_36-12,4,2,36-12,7168:7168:7168:7168,14:14:14:14,14:14:14:14,prefill_heavy,1024,128,64,1054.74561,2314.182489,42.580263,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+16_40-8,4,2,40-8,7168:7168:7168:7168,14:14:14:14,14:14:14:14,balanced,512,256,64,1300.53261,2641.061096,38.758712,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+16_40-8,4,2,40-8,7168:7168:7168:7168,14:14:14:14,14:14:14:14,decode_heavy,128,512,64,1479.336886,2536.027345,38.190334,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+16_40-8,4,2,40-8,7168:7168:7168:7168,14:14:14:14,14:14:14:14,prefill_heavy,1024,128,64,967.922782,2534.291255,46.055885,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+4_28-20,4,2,28-20,7168:7168:7168:7168,14:14:14:14,14:14:14:14,balanced,512,256,64,1240.49277,2523.501553,41.600717,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+4_28-20,4,2,28-20,7168:7168:7168:7168,14:14:14:14,14:14:14:14,decode_heavy,128,512,64,1434.856444,2696.933464,39.248425,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+4_28-20,4,2,28-20,7168:7168:7168:7168,14:14:14:14,14:14:14:14,prefill_heavy,1024,128,64,998.242899,2336.102897,45.870532,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+8_32-16,4,2,32-16,7168:7168:7168:7168,14:14:14:14,14:14:14:14,balanced,512,256,64,1269.038565,2326.497592,41.189053,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+8_32-16,4,2,32-16,7168:7168:7168:7168,14:14:14:14,14:14:14:14,decode_heavy,128,512,64,1577.543173,2507.701025,35.617566,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_skew+8_32-16,4,2,32-16,7168:7168:7168:7168,14:14:14:14,14:14:14:14,prefill_heavy,1024,128,64,930.529537,2736.747024,47.123796,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_uniform_24-24,4,2,24-24,7168:7168:7168:7168,14:14:14:14,14:14:14:14,balanced,512,256,64,1289.203305,2770.589411,38.791998,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_uniform_24-24,4,2,24-24,7168:7168:7168:7168,14:14:14:14,14:14:14:14,decode_heavy,128,512,64,1724.674211,996.198102,35.122558,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP4PP2_layer_uniform_24-24,4,2,24-24,7168:7168:7168:7168,14:14:14:14,14:14:14:14,prefill_heavy,1024,128,64,1298.763103,1329.927964,38.862235,overlap,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+25,8,1,48,4480:4480:4480:4480:2688:2688:2688:2688,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,balanced,512,256,64,624.98725,2964.5165,90.553579,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+25,8,1,48,4480:4480:4480:4480:2688:2688:2688:2688,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,decode_heavy,128,512,64,723.912825,606.881646,87.03428,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+25,8,1,48,4480:4480:4480:4480:2688:2688:2688:2688,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,prefill_heavy,1024,128,64,684.353095,859.063482,86.137737,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+50,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,balanced,512,256,64,648.812225,2924.182332,86.917016,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+50,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,decode_heavy,128,512,64,670.755963,1714.455269,92.067139,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+50,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,prefill_heavy,1024,128,64,601.936639,1970.691408,91.193261,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+75,8,1,48,6272:6272:6272:6272:896:896:896:896,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,balanced,512,256,64,568.061721,2929.579208,101.419291,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+75,8,1,48,6272:6272:6272:6272:896:896:896:896,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,decode_heavy,128,512,64,668.634611,2885.1946,90.137499,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_ffn_bias+75,8,1,48,6272:6272:6272:6272:896:896:896:896,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,prefill_heavy,1024,128,64,550.116482,3099.763474,92.480854,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+2,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,9:9:9:9:5:5:5:5,9:9:9:9:5:5:5:5,balanced,512,256,64,658.34482,1774.332809,90.443878,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+2,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,9:9:9:9:5:5:5:5,9:9:9:9:5:5:5:5,decode_heavy,128,512,64,678.647015,2889.27595,88.71887,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+2,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,9:9:9:9:5:5:5:5,9:9:9:9:5:5:5:5,prefill_heavy,1024,128,64,609.543196,2092.156748,88.869516,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+3,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,balanced,512,256,64,670.540468,2230.070121,86.752636,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+3,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,decode_heavy,128,512,64,704.374571,1845.91881,87.242073,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+3,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,prefill_heavy,1024,128,64,604.892857,1933.846005,91.04491,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+4,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,11:11:11:11:3:3:3:3,11:11:11:11:3:3:3:3,balanced,512,256,64,675.938854,1819.851439,87.595678,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+4,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,11:11:11:11:3:3:3:3,11:11:11:11:3:3:3:3,decode_heavy,128,512,64,722.39982,611.801289,87.454759,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_head_bias+4,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,11:11:11:11:3:3:3:3,11:11:11:11:3:3:3:3,prefill_heavy,1024,128,64,545.956488,3307.711257,91.478329,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_hybrid_ffn50_head3,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,balanced,512,256,64,677.347482,2241.083828,85.789032,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_hybrid_ffn50_head3,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,decode_heavy,128,512,64,713.057315,1765.023768,86.350548,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_hybrid_ffn50_head3,8,1,48,5376:5376:5376:5376:1792:1792:1792:1792,10:10:10:10:4:4:4:4,10:10:10:10:4:4:4:4,prefill_heavy,1024,128,64,601.358333,1996.126376,91.196336,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_uniform,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,balanced,512,256,64,669.325005,1840.671028,88.057554,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_uniform,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,decode_heavy,128,512,64,676.141242,2874.498081,89.001711,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
opt30b,TP8PP1_uniform,8,1,48,3584:3584:3584:3584:3584:3584:3584:3584,7:7:7:7:7:7:7:7,7:7:7:7:7:7:7:7,prefill_heavy,1024,128,64,557.264106,3098.463662,89.971542,tp_only,48,7168,28672,56,56,128,30,50272,hetero_4x4_opt30b_full_20260610_173319
qwen32b,TP1PP8_layer_blackbias_10-10-10-10-6-6-6-6,1,8,10-10-10-10-6-6-6-6,25600,64,8,balanced,512,256,128,128.697736,81149.392085,395.56036,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_blackbias_10-10-10-10-6-6-6-6,1,8,10-10-10-10-6-6-6-6,25600,64,8,decode_heavy,128,512,128,242.190451,23643.109833,454.979977,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_152940
qwen32b,TP1PP8_layer_blackbias_10-10-10-10-6-6-6-6,1,8,10-10-10-10-6-6-6-6,25600,64,8,prefill_heavy,1024,128,128,49.528772,174967.045644,371.901903,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_blackbias_12-12-12-12-4-4-4-4,1,8,12-12-12-12-4-4-4-4,25600,64,8,balanced,512,256,128,137.484656,56847.162611,391.735409,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_blackbias_12-12-12-12-4-4-4-4,1,8,12-12-12-12-4-4-4-4,25600,64,8,decode_heavy,128,512,128,251.727163,15412.992238,439.385781,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_152940
qwen32b,TP1PP8_layer_blackbias_12-12-12-12-4-4-4-4,1,8,12-12-12-12-4-4-4-4,25600,64,8,prefill_heavy,1024,128,128,40.07947,198054.749594,417.416632,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_uniform_8x8,1,8,8-8-8-8-8-8-8-8,25600,64,8,balanced,512,256,128,135.403872,86122.186755,382.450871,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_uniform_8x8,1,8,8-8-8-8-8-8-8-8,25600,64,8,decode_heavy,128,512,128,223.387743,23183.015761,492.232938,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP1PP8_layer_uniform_8x8,1,8,8-8-8-8-8-8-8-8,25600,64,8,prefill_heavy,1024,128,128,55.991341,129658.651771,380.367082,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_blackbias_18-18-14-14,2,4,18-18-14-14,12800:12800,32:32,4:4,balanced,512,256,128,842.077483,315.538708,150.655791,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_blackbias_18-18-14-14,2,4,18-18-14-14,12800:12800,32:32,4:4,decode_heavy,128,512,128,844.218618,687.75656,153.159024,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_blackbias_20-20-12-12,2,4,20-20-12-12,12800:12800,32:32,4:4,balanced,512,256,128,859.718903,368.199439,147.244214,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_blackbias_20-20-12-12,2,4,20-20-12-12,12800:12800,32:32,4:4,decode_heavy,128,512,128,865.540613,474.854219,147.752515,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_blackbias_20-20-12-12,2,4,20-20-12-12,12800:12800,32:32,4:4,prefill_heavy,1024,128,128,190.018814,32394.228782,117.775263,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_130338
qwen32b,TP2PP4_layer_uniform_16-16-16-16,2,4,16-16-16-16,12800:12800,32:32,4:4,balanced,512,256,128,816.937059,564.737022,154.634974,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP2PP4_layer_uniform_16-16-16-16,2,4,16-16-16-16,12800:12800,32:32,4:4,decode_heavy,128,512,128,818.071333,753.583257,154.579125,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP2PP4_layer_uniform_16-16-16-16,2,4,16-16-16-16,12800:12800,32:32,4:4,prefill_heavy,1024,128,128,805.974625,410.488847,155.241386,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260611_151007
qwen32b,TP4PP2_layer_skew+12_44-20,4,2,44-20,6400:6400:6400:6400,16:16:16:16,2:2:2:2,balanced,512,256,128,1799.072707,540.279691,68.847304,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+12_44-20,4,2,44-20,6400:6400:6400:6400,16:16:16:16,2:2:2:2,decode_heavy,128,512,128,1807.293516,802.889309,68.843874,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+12_44-20,4,2,44-20,6400:6400:6400:6400,16:16:16:16,2:2:2:2,prefill_heavy,1024,128,128,1744.252189,461.347107,69.473487,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+16_48-16,4,2,48-16,6400:6400:6400:6400,16:16:16:16,2:2:2:2,balanced,512,256,128,1814.015971,563.179429,68.202192,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+16_48-16,4,2,48-16,6400:6400:6400:6400,16:16:16:16,2:2:2:2,decode_heavy,128,512,128,1833.746042,723.100412,68.060159,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+16_48-16,4,2,48-16,6400:6400:6400:6400,16:16:16:16,2:2:2:2,prefill_heavy,1024,128,128,1616.692389,999.100132,67.775048,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+4_36-28,4,2,36-28,6400:6400:6400:6400,16:16:16:16,2:2:2:2,balanced,512,256,128,1713.773753,812.563683,70.234677,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+4_36-28,4,2,36-28,6400:6400:6400:6400,16:16:16:16,2:2:2:2,decode_heavy,128,512,128,1763.137106,782.433566,70.600255,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+4_36-28,4,2,36-28,6400:6400:6400:6400,16:16:16:16,2:2:2:2,prefill_heavy,1024,128,128,1563.466422,1002.187502,70.863622,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+8_40-24,4,2,40-24,6400:6400:6400:6400,16:16:16:16,2:2:2:2,balanced,512,256,128,1783.790038,489.53629,69.694439,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+8_40-24,4,2,40-24,6400:6400:6400:6400,16:16:16:16,2:2:2:2,decode_heavy,128,512,128,1788.872351,771.328353,69.68315,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_skew+8_40-24,4,2,40-24,6400:6400:6400:6400,16:16:16:16,2:2:2:2,prefill_heavy,1024,128,128,1585.544945,983.850211,69.559649,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
